Rank	Feature	Name	r
2817	PF04352.13	ProQ	0.43477384503749095
1820	EC4.2.1.40	glucarate dehydratase	0.43451956412530474
2773	PF06891.11	P2_Phage_GpR	-0.43432730294779803
695	PF01968.18	Hydantoinase_A	0.4343117980141281
35	PF10111.9	Glyco_tranf_2_2	0.4341970615049709
2679	PF05838.12	Glyco_hydro_108	0.4341598496641632
883	PF00953.21	Glycos_transf_4	0.4340110023009322
96	EC5.3.3.2	isopentenyl-diphosphate Delta-isomerase	-0.43400480032746425
5430	PF07290.11	DUF1449	-0.4337846302693517
1317	PF08323.11	Glyco_transf_5	0.43362337895918485
236	EC1.2.4.1	pyruvate dehydrogenase (acetyl-transferring)	0.4335613592245053
2926	EC3.1.1.75	poly(3-hydroxybutyrate) depolymerase	-0.4335179454102296
6464	PF15984.5	Collagen_mid	-0.43329157337864915
656	EC3.6.3.29	ABC-type molybdate transporter	0.4328543342491581
8704	PF07955.11	DUF1687	-0.4326372651777796
860	EC1.5.1.38	FMN reductase (NADPH)	-0.43222483394216044
159	PF12639.7	Colicin-DNase	-0.4321287033534071
3091	PF06202.14	GDE_C	0.43210389545953526
7941	PF06500.11	DUF1100	-0.4314681931790696
1145	PF14535.6	AMP-binding_C_2	0.4313565576566464
2652	EC2.1.1.13	methionine synthase	0.4313472546964444
5815	PF12106.8	Colicin_E5	-0.4311518925322038
1303	PF14417.6	MEDS	0.4304634734772605
2319	PF02368.18	Big_2	-0.43045417051705853
2857	PF08447.12	PAS_3	0.4302588083528179
5993	PF04337.12	DUF480	0.4302153945385422
1751	PF10067.9	DUF2306	-0.43011306197632093
1718	EC6.3.5.5	carbamoyl-phosphate synthase (glutamine-hydrolysing)	0.4301068600028529
2721	PF05147.13	LANC_like	-0.42988979093147445
1037	PF09848.9	DUF2075	0.4297285396213075
6770	PF03301.13	Trp_dioxygenase	0.42960450015194834
8587	PF01687.17	Flavokinase	0.42946185476218535
240	EC3.5.4.27	methenyltetrahydromethanopterin cyclohydrolase	0.42908353438063995
2318	EC1.14.13.179	methylxanthine N3-demethylase	0.4287052139990945
514	EC4.4.1.24	(2R)-sulfolactate sulfo-lyase	0.4285284577552577
387	PF18019.1	HD_6	0.42850364986138595
5219	PF17923.1	TetR_C_18	-0.42724775023412453
2203	PF00072.24	Response_reg	0.42707409497702176
407	PF01633.20	Choline_kinase	0.42684772294544127
64	EC1.4.1.13	glutamate synthase (NADPH)	0.4268446219587073
3543	PF12411.8	Choline_sulf_C	0.4268291170250374
2667	PF00775.21	Dioxygenase_C	0.42652211933837353
1196	EC1.13.11.1	catechol 1,2-dioxygenase	0.4262616364527193
2853	PF02518.26	HATPase_c	0.4261127890894883
513	PF16870.5	OxoGdeHyase_C	0.4259856486333952
3981	PF01809.18	YidD	0.42594223481911947
87	PF02852.22	Pyr_redox_dim	0.4257902864691545
7336	PF15608.6	PELOTA_1	-0.42517008912235876
7461	PF11202.8	PRTase_1	-0.42517008912235876
1199	PF00011.21	HSP20	0.424996433865256
584	EC1.2.98.1	formaldehyde dismutase	0.42494681807751233
5931	PF03775.16	MinC_C	-0.42481347564795124
2863	PF04257.14	Exonuc_V_gamma	0.42478866775407936
1683	PF09718.10	Tape_meas_lam_C	-0.42473595097960176
3881	PF08436.12	DXP_redisom_C	-0.42459950756330667
957	PF01255.19	Prenyltransf	-0.42412815757974187
2849	PF01416.20	PseudoU_synth_1	0.42412815757974187
6852	PF14488.6	DUF4434	-0.4239265934420333
6497	PF13402.6	Peptidase_M60	0.42389868456142743
3277	PF07702.13	UTRA	0.4237436352247285
5325	PF11808.8	PhoR	0.4235978888482315
1921	PF13654.6	AAA_32	-0.42332810300237533
5567	PF10102.9	DUF2341	-0.42323817438709
1471	PF05209.13	MinC_N	-0.4231978615595483
652	EC2.1.1.198	16S rRNA (cytidine1402-2'-O)-methyltransferase	0.4229590855810319
2927	PF00464.19	SHMT	0.42285365203207664
110	EC2.7.7.27	glucose-1-phosphate adenylyltransferase	0.4228474500586087
1585	PF18793.1	nos_propeller_2	-0.42228617145975855
4079	PF18764.1	nos_propeller	-0.42228617145975855
1747	PF02801.22	Ketoacyl-synt_C	-0.4219729717996267
1227	PF04989.12	CmcI	-0.4218520333170015
328	EC2.7.1.191	protein-Npi-phosphohistidine---D-mannose phosphotransferase	0.421783811608854
2897	PF13288.6	DXPR_C	-0.4217652056884501
4533	PF05573.12	NosL	-0.4215698435242094
471	PF03976.14	PPK2	0.4214985208293279
5871	PF11182.8	AlgF	-0.4214985208293279
170	EC3.6.3.6	P-type H+-exporting transporter	-0.42133416853242706
646	EC1.3.1.32	maleylacetate reductase	0.421191523142664
116	EC2.7.11.1	non-specific serine/threonine protein kinase	0.4210023629518913
5880	PF07012.12	Curlin_rpt	0.4210023629518913
6167	PF01988.19	VIT1	0.4209930599916894
5925	PF13708.6	DUF4942	-0.42090003038967
7587	PF07831.13	PYNP_C	0.42075118302643905
1909	PF13286.6	HD_assoc	0.4207356780927692
2435	PF14514.6	TetR_C_9	0.42051860902139065
7197	PF11397.8	GlcNAc	-0.4203604586979577
974	EC4.3.99.3	7-carboxy-7-deazaguanine synthase	0.4202643281092044
1764	EC4.2.1.84	nitrile hydratase	0.4201154807459734
1295	PF05524.13	PEP-utilisers_N	0.41984879588685126
1951	PF08042.11	PqqA	0.4197743722052357
4741	PF12007.8	DUF3501	-0.41969994852362025
106	EC4.1.1.23	orotidine-5'-phosphate decarboxylase	0.41956970708079316
5813	PF09995.9	DUF2236	-0.4189216008533916
1363	PF09298.11	FAA_hydrolase_N	0.4189029949329877
528	EC6.3.4.21	nicotinate phosphoribosyltransferase	0.4185866942861219
6969	PF16884.5	ADH_N_2	-0.4184657558034967
3027	PF10620.9	MdcG	0.4182641916657881
3453	PF05707.12	Zot	-0.4180161127270698
2997	PF14031.6	D-ser_dehydrat	0.4179199821383165
2363	PF08908.11	DUF1852	-0.4177990436556913
3451	PF08325.10	WLM	0.4177153170138738
6098	PF13793.6	Pribosyltran_N	0.41749514695576134
6379	PF07976.12	Phe_hydrox_dim	0.4173680064996682
2589	PF09684.10	Tail_P2_I	-0.41702689795893055
125	PF13807.6	GNVR	0.4168904545426355
1328	EC2.4.1.25	4-alpha-glucanotransferase	-0.4167819200069462
2623	PF05082.13	Rop-like	-0.4166175677100454
61	PF05853.12	BKACE	0.41654314402842985
6674	PF00725.22	3HCDH	0.4164377104794746
5403	PF11154.8	DUF2934	0.4163322769305193
371	PF09492.10	Pec_lyase	0.41600667332345154
4205	PF03934.13	T2SSK	-0.41596325950917584
855	PF04066.13	MrpF_PhaF	-0.41551671741948293
291	PF01493.19	GXGXG	0.41534616314911404
5719	PF10997.8	Amj	-0.4148779141522833
6237	PF09844.9	DUF2071	-0.41476317764312604
1053	PF08212.12	Lipocalin_2	0.4146143302798951
8148	PF11316.8	Rhamno_transf	0.41409956648205465
4353	PF01168.20	Ala_racemase_N	0.41391350727801585
1519	PF13382.6	Adenine_deam_C	-0.4138918003708781
7101	PF09118.11	DUF1929	0.4137770638617208
2193	PF05514.11	HR_lesion	-0.4133553296658997
4289	PF01891.16	CbiM	-0.41268551653136026
1057	PF07143.11	CrtC	0.41262039580994675
1407	PF13031.6	DUF3892	0.4125738810089371
4317	PF02922.18	CBM_48	0.4120994300386383
739	PF17767.1	NAPRTase_N	0.4118079372856443
795	PF17991.1	Thioredoxin_10	0.4113986070367591
4816	PF09903.9	DUF2130	-0.4112311537531243
5980	PF01179.20	Cu_amine_oxid	-0.4110823063898933
26	EC6.3.2.1	pantoate---beta-alanine ligase (AMP-forming)	0.4107691067297614
822	EC1.14.12.10	benzoate 1,2-dioxygenase	-0.4107287939022197
4223	PF03927.13	NapD	0.41064196627366834
1007	PF01242.19	PTPS	0.4105582396318509
3385	PF14512.6	TM1586_NiRdase	0.41046210904309754
237	PF06078.11	DUF937	0.410403190295152
5212	PF05681.14	Fumerase	0.41017371727683755
5552	PF02472.16	ExbD	-0.41008378866155215
2551	PF09983.9	DUF2220	-0.4100341728738085
2339	PF07335.11	Glyco_hydro_75	0.4099752541258629
6195	PF06071.13	YchF-GTPase_C	0.4099752541258629
5743	PF07470.13	Glyco_hydro_88	0.40985121465650376
1581	PF08446.11	PAS_2	0.40966825643919896
5876	PF00216.21	Bac_DNA_binding	0.40948839920862823
4026	PF08774.11	VRR_NUC	-0.40923101730970796
4025	PF09382.10	RQC	0.40920620941583613
4175	PF02152.18	FolB	0.4092031084291022
5969	PF02728.16	Cu_amine_oxidN3	-0.4091379877076886
6017	PF02727.16	Cu_amine_oxidN2	-0.4091379877076886
1541	PF00360.20	PHY	0.4087224554853355
1413	PF03033.20	Glyco_transf_28	-0.4086356278567841
1370	EC1.13.12.16	nitronate monooxygenase	0.4085767091088384
103	PF17186.4	Lipocalin_9	0.40844956865274534
5139	PF00570.23	HRDC	0.40827281240890856
5051	PF17179.4	Fer4_22	-0.4077828565049399
355	PF01126.20	Heme_oxygenase	0.40744174796420224
3619	PF01739.18	CheR	0.4073580213223848
29	PF17863.1	AAA_lid_2	0.4072432848132276
964	EC3.2.1.3	glucan 1,4-alpha-glucosidase	-0.4068184496306725
4391	PF07484.12	Collar	-0.4066106835194959
1495	PF06240.13	COXG	0.40620755524407864
1475	PF08448.10	PAS_4	0.4060401019604438
806	EC4.2.1.162	6-deoxy-6-sulfo-D-gluconate dehydratase	0.4059749812390303
1305	PF05025.13	RbsD_FucU	0.40585714374313914
869	PF11700.8	ATG22	0.40582303288906535
202	EC1.14.13.25	methane monooxygenase (soluble)	0.40559976184421886
5751	PF11231.8	DUF3034	0.40528656218408704
3869	PF00694.19	Aconitase_C	0.4052090375157375
5263	PF06309.11	Torsin	-0.4050477862055707
1323	PF16921.5	Tex_YqgF	0.4050384832453687
8333	PF05534.12	HicB	-0.40461054707607963
294	EC3.6.1.23	dUTP diphosphatase	0.40452682043426225
3663	PF02151.19	UVR	0.4044399928057108
1645	PF01899.16	MNHE	-0.4042539336016721
6299	PF12086.8	DUF3563	0.4040058546629538
2703	PF05954.11	Phage_GPD	-0.40374227079056557
4105	PF01183.20	Glyco_hydro_25	0.4035096967855172
1315	PF14707.6	Sulfatase_C	0.40349419185184726
2291	PF11160.8	Hva1_TUDOR	0.4034321721171677
4419	PF17929.1	TetR_C_34	0.4032182040325232
2755	PF03479.15	DUF296	0.40319339613865135
5234	PF05985.11	EutC	0.40244605833576247
81	PF05425.13	CopD	0.4022072823572461
2457	PF07582.12	AP_endonuc_2_N	0.40218867643684225
7889	PF08706.11	D5_N	-0.40218247446337424
3429	PF12607.8	DUF3772	-0.40209564683482285
1133	PF10106.9	DUF2345	-0.40206463696748307
815	PF02056.16	Glyco_hydro_4	0.4016522057318639
5279	PF02934.15	GatB_N	0.40142583370028345
619	PF08546.11	ApbA_C	0.4012893902839884
6322	PF14491.6	DUF4435	-0.4012769863370525
897	PF14691.6	Fer4_20	0.4008180403004236
5618	PF13737.6	DDE_Tnp_1_5	-0.40078703043308384
1711	PF13421.6	Band_7_1	-0.40072501069840427
3627	PF13872.6	AAA_34	0.4007157077382023
5211	PF13871.6	Helicase_C_4	0.4007157077382023
1127	PF12911.7	OppC_N	0.4006505870167888
2929	PF02670.16	DXP_reductoisom	-0.4005048406402918
3199	PF01915.22	Glyco_hydro_3_C	-0.4004242149852083
2955	PF13337.6	Lon_2	0.4003839021576666
123	PF12831.7	FAD_oxidored	0.40031568044951904
5463	PF18158.1	AidB_N	-0.40031568044951904
3975	PF07331.11	TctB	0.40014202519241626
1365	PF02616.14	SMC_ScpA	0.4000427936169289
6402	PF05616.13	Neisseria_TspB	-0.3998691383598261
337	PF02706.15	Wzz	0.39932956666811387
461	PF02347.16	GDC-P	0.3992427390395624
288	EC2.1.1.282	tRNAPhe 7-[(3-amino-3-carboxypropyl)-4-demethylwyosine37-N4]-methyltransferase	0.39891713543249463
1359	PF10011.9	DUF2254	0.3989140344457607
1288	EC2.5.1.15	dihydropteroate synthase	0.3988272068172093
8211	PF01220.19	DHquinase_II	0.3978286890888681
403	PF02896.18	PEP-utilizers_C	0.3976829427123711
7686	PF07285.11	DUF1444	-0.3974503687073227
2587	PF02411.15	MerT	-0.39720539075533834
178	EC1.3.5.1	succinate dehydrogenase	0.3970472404319055
2134	EC2.1.1.221	tRNA (guanine9-N1)-methyltransferase	0.39699762464416183
6210	PF11528.8	DUF3224	-0.39673093978503965
925	PF00697.22	PRAI	0.39671543485136973
8808	PF09436.10	DUF2016	0.39655108255446886
6063	PF01281.19	Ribosomal_L9_N	0.39638052828410003
2558	EC1.5.1.37	FAD reductase (NADH)	0.39626269078820886
653	PF07690.16	MFS_1	0.3962037720402632
1626	EC5.3.1.24	phosphoribosylanthranilate isomerase	0.39579134080464407
6758	PF04076.13	BOF	-0.3957417250169004
3625	PF07460.11	NUMOD3	0.3956952102158907
2879	PF00549.19	Ligase_CoA	0.3956704023220189
2220	EC1.2.1.22	lactaldehyde dehydrogenase	0.39551845397205393
4129	PF07498.12	Rho_N	0.3954440302904384
5551	PF00576.21	Transthyretin	0.3954409293037045
6462	PF14572.6	Pribosyl_synth	0.39517424444458227
3865	PF15335.6	CAAP1	-0.39514943655071044
4299	PF06155.12	DUF971	-0.39510602273643475
336	EC2.3.3.5	2-methylcitrate synthase	0.3950998207629668
1925	PF01228.21	Gly_radical	0.3949881852405436
7	PF18014.1	Acetyltransf_18	0.39483313590384467
1809	PF02569.15	Pantoate_ligase	0.3947928230763029
697	PF06736.11	DUF1211	0.39472460136815535
6999	PF08818.11	DUF1801	-0.394485825389639
68	EC2.1.1.63	methylated-DNA---[protein]-cysteine S-methyltransferase	0.39443931058862935
1815	PF06224.12	HTH_42	-0.3944114017080235
95	PF12256.8	TcdB_toxin_midN	0.3942718573049945
4845	PF02515.17	CoA_transf_3	0.39380670929489764
5800	PF01936.18	NYN	0.39360514515718903
5998	PF03783.14	CsgG	0.3933756721388746
3597	PF04453.14	LptD	-0.39333225832459895
8357	PF12545.8	DUF3739	-0.3932144208287077
6448	PF09926.9	DUF2158	-0.39317100701443203
2345	PF02274.17	Amidinotransf	-0.39301905866446707
2782	EC3.2.1.86	6-phospho-beta-glucosidase	0.39293533202264963
498	EC1.1.1.193	5-amino-6-(5-phosphoribosylamino)uracil reductase	-0.3928671103145021
2881	PF05783.11	DLIC	0.3925539106543703
5940	PF13006.7	Nterm_IS4	0.3925539106543703
1014	EC4.1.3.4	hydroxymethylglutaryl-CoA lyase	0.39244537611868097
5859	PF09286.11	Pro-kuma_activ	-0.3916856343688562
877	PF02597.20	ThiS	-0.391570897859699
6084	PF05101.13	VirB3	0.3914778682576796
1593	PF05787.13	DUF839	0.39123599129242925
238	EC1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	0.39099101334044495
2281	PF03553.14	Na_H_antiporter	-0.39099101334044495
470	EC3.3.2.9	microsomal epoxide hydrolase	0.3907739442690665
1369	PF01400.24	Astacin	0.3905847840782938
6367	PF03968.14	OstA	-0.3903925229007871
7370	PF01339.17	CheB_methylest	0.38968549792543994
8195	PF07277.11	SapC	0.38949323674793324
4435	PF13788.6	DUF4180	-0.3893474903714362
9067	PF10945.8	CBP_BcsR	0.3893226824775644
6047	PF17755.1	UvrA_DNA-bind	0.38931027853062844
2913	PF05673.13	DUF815	0.38918003708780136
2477	PF13710.6	ACT_5	0.3889102512419452
8134	PF03055.15	RPE65	-0.3884326992849125
1177	PF13296.6	T6SS_Vgr	-0.38817221639925825
1354	EC5.1.3.3	aldose 1-epimerase	-0.3879024305534021
4359	PF10009.9	DUF2252	0.3877318762830333
3577	PF10703.9	MoaF	-0.387189203604587
767	PF04986.13	Y2_Tnp	0.38714578979031133
6143	PF14301.6	DUF4376	0.38639225001395444
5675	PF13202.6	EF-hand_5	-0.38617207995584196
3779	PF01717.18	Meth_synt_2	-0.3861565750221721
2365	PF00593.24	TonB_dep_Rec	-0.38604493949974883
5457	PF00330.20	Aconitase	0.38600462667220714
2445	PF14539.6	DUF4442	-0.3857162349059471
6126	PF01313.19	Bac_export_3	-0.38489447342144273
7708	PF00062.20	Lys	0.38487276651430485
293	PF13806.6	Rieske_2	0.38483245368676317
7524	PF12945.7	YcgR_2	0.3845471629072371
4748	PF14462.6	Prok-E2_E	-0.38407271193693837
422	EC3.1.1.47	1-alkyl-2-acetylglycerophosphocholine esterase	-0.3839300665471753
1829	PF15428.6	Imm26	0.38357655405950175
340	EC2.6.1.59	dTDP-4-amino-4,6-dideoxygalactose transaminase	-0.38355484715236393
5341	PF13115.6	YtkA	-0.3833811918952611
2791	PF00986.21	DNA_gyraseB_C	0.38302767940758753
3393	PF00204.25	DNA_gyraseB	0.38302767940758753
3581	PF17409.2	MoaF_C	-0.38300597250044965
5429	PF06564.12	CBP_BcsQ	0.3829904675667798
8862	PF17151.4	CHASE7	-0.38271447974745565
1857	PF00999.21	Na_H_Exchanger	0.382379573180186
7531	PF13318.6	DUF4089	0.3821097873343298
763	PF03334.14	PhaG_MnhG_YufB	-0.3819919498384386
6044	PF03948.14	Ribosomal_L9_C	0.3819733439180347
5434	PF00545.20	Ribonuclease	0.38188651628948334
5492	PF03972.14	MmgE_PrpD	0.38176867879359216
7402	PF05141.12	DIT1_PvcA	-0.3812694199294216
365	PF08003.11	Methyltransf_9	-0.3810895626988508
4661	PF09825.9	BPL_N	-0.3809717252029596
5893	PF00328.22	His_Phos_2	-0.38083218079993053
499	PF13244.6	DUF4040	-0.3806740304764976
919	PF17918.1	TetR_C_15	-0.38049107225919293
107	PF00004.29	AAA	0.38043215351124726
486	EC4.2.1.17	enoyl-CoA hydratase	0.3803949416704395
2931	PF09349.10	OHCU_decarbox	0.3803949416704395
1570	EC2.3.3.9	malate synthase	0.3803856387102376
1035	PF10503.9	Esterase_phd	0.3803484268694299
5584	PF07396.11	Porin_O_P	-0.3801127518776475
5821	PF13144.6	ChapFlgA	-0.37999801536849026
2373	PF09361.10	Phasin_2	0.37998251043482034
3471	PF08423.11	Rad51	0.37951736242472356
1835	PF17676.1	Peptidase_S66C	0.37925998052580334
1523	PF06210.11	DUF1003	0.3791173351360403
2701	PF12682.7	Flavodoxin_4	0.3790801232952326
6262	PF05526.11	R_equi_Vir	-0.37903981046769086
6487	PF02575.16	YbaB_DNA_bd	0.37902740652075495
7866	PF01274.22	Malate_synthase	0.3790088006003511
5419	PF03937.16	Sdh5	0.37896538678607533
1863	PF01029.18	NusB	-0.3789219729717997
2683	PF13499.6	EF-hand_7	-0.3787080048871551
86	EC1.1.1.14	L-iditol 2-dehydrogenase	0.37841031016069315
2068	EC1.1.1.56	ribitol 2-dehydrogenase	0.378289371678068
2403	PF01148.20	CTP_transf_1	-0.3781002114872953
182	EC3.5.1.84	biuret amidohydrolase	0.3779017483363207
1458	EC3.1.21.3	type I site-specific deoxyribonuclease	-0.37782732465470514
845	PF13714.6	PEP_mutase	0.37779941577409937
4581	PF01844.23	HNH	0.3776319624904645
3545	PF04107.13	GCS2	0.3766272427886554
5193	PF03135.14	CagE_TrbE_VirB	0.37654351614683795
6938	PF12477.8	TraW_N	-0.37649700134582825
737	PF00510.18	COX3	0.3764907993723603
1595	PF07081.11	DUF1349	0.3763481539825973
6442	PF02338.19	OTU	-0.37629853819485365
3723	PF16113.5	ECH_2	0.3759698336010519
8273	PF09677.10	TrbI_Ftype	-0.37595122768064804
405	PF12245.8	Big_3_2	-0.3751759809971533
55	PF01568.21	Molydop_binding	0.3748720842972234
235	PF03264.14	Cytochrom_NNT	0.3745898945044313
160	EC2.8.3.18	succinyl-CoA:acetate CoA-transferase	-0.37434181556571305
1459	PF02210.24	Laminin_G_2	-0.37409373662699474
747	PF08240.12	ADH_N	0.3740782316933248
8112	PF06254.11	YdaT_toxin	0.37406272675965496
6692	PF06574.12	FAD_syn	0.3736285886168979
1336	EC1.1.1.38	malate dehydrogenase (oxaloacetate-decarboxylating)	0.37330298500983017
4795	PF14871.6	GHL6	0.3731727435670031
2205	PF00206.20	Lyase_1	0.37312932975272733
2331	PF17874.1	TPR_MalT	0.37301769423030406
1235	PF08267.12	Meth_synt_1	-0.37273860542424603
4433	PF04951.13	Peptidase_M55	0.3725153343793996
3123	PF16261.5	DUF4915	-0.3724657185916559
714	EC5.4.2.7	phosphopentomutase	-0.3723974968835083
6101	PF07148.12	MalM	-0.3720625903162387
8329	PF03313.15	SDH_alpha	0.3720563883427707
6303	PF06666.11	DUF1173	0.3713989791551672
6286	PF07221.11	GlcNAc_2-epim	0.37133075744701965
1866	EC4.2.1.6	galactonate dehydratase	0.37115400120318287
2382	EC3.1.6.1	arylsulfatase	-0.37079428674204135
5195	PF08859.11	DGC	-0.37079118575530734
1310	EC2.4.2.43	lipid IVA 4-amino-4-deoxy-L-arabinosyltransferase	-0.37075087292776565
7045	PF03959.13	FSH1	0.37047488510844157
929	PF17202.4	sCache_3_3	0.3701461805146398
3002	EC2.1.1.184	23S rRNA (adenine2085-N6)-dimethyltransferase	-0.3700810597932262
65	PF01894.17	UPF0047	0.36993531341672925
214	EC2.3.1.47	8-amino-7-oxononanoate synthase	0.3698701926953157
765	PF06081.11	ArAE_1	0.369677931517809
5609	PF04335.13	VirB8	0.36964071967700124
571	PF04039.13	MnhB	-0.36942365060562277
3549	PF01223.23	Endonuclease_NS	0.3691941775873083
1350	EC2.2.1.9	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase	-0.36898020950266375
614	EC3.6.3.41	ABC-type heme transporter	0.36879415029862506
2983	PF10634.9	Iron_transport	0.3685646772803106
7021	PF12101.8	DUF3577	-0.36840032498340974
381	PF00356.21	LacI	0.3682855884742525
2235	PF11112.8	PyocinActivator	-0.3680251055885983
5107	PF07746.11	LigA	0.36793207598657895
1953	PF03358.15	FMN_red	0.36768709803459465
6590	PF13354.6	Beta-lactamase2	-0.36768089606112664
5928	PF18495.1	VbhA	-0.3675227457376938
1785	PF16881.5	LIAS_N	0.36750724080402386
6028	PF01219.19	DAGK_prokar	0.36729637370611334
1944	EC1.16.1.1	mercury(II) reductase	-0.3672591618653056
3106	EC5.5.1.7	chloromuconate cycloisomerase	0.36710721351534065
6946	PF11809.8	DUF3330	-0.3668095187888787
3775	PF13385.6	Laminin_G_3	-0.3667847108950068
3117	PF01726.16	LexA_DNA_bind	0.36675680201440103
4614	PF03209.15	PUCC	0.36660485366443607
1119	PF15887.5	Peptidase_Mx	0.3665924497175001
5303	PF06080.12	DUF938	0.36636607768591967
2449	PF00989.25	PAS	0.36609939282679754
4633	PF07931.12	CPT	-0.36599706026457623
1727	PF12848.7	ABC_tran_Xtn	0.3659691513839704
4517	PF09317.11	DUF1974	0.36569316356464626
1239	PF00325.20	Crp	0.3654326806789921
388	EC2.3.1.183	phosphinothricin acetyltransferase	-0.3653520550239086
342	EC3.5.1.28	N-acetylmuramoyl-L-alanine amidase	0.36477837247812256
532	EC4.2.2.23	rhamnogalacturonan endolyase	-0.364713251756709
5766	PF11795.8	DUF3322	-0.3647070497832411
7614	PF15594.6	Imm50	0.36458921228734986
8940	PF18686.1	DUF5636	-0.36456750538021204
5888	PF00254.28	FKBP_C	0.3643690422292374
353	PF00479.22	G6PD_N	0.36420779091907046
1486	EC6.2.1.20	long-chain-fatty-acid---[acyl-carrier-protein] ligase	0.3640217317150317
351	PF02781.16	G6PD_C	0.3638666823783328
6694	PF04127.15	DFP	0.36377365277631346
1291	PF07715.15	Plug	-0.3636651182406242
3295	PF02585.17	PIG-L	0.36352247285086114
4901	PF00378.20	ECH_1	0.3635038669304573
843	PF13481.6	AAA_25	0.3634883619967874
8591	PF13785.6	DUF4178	-0.3634511501559797
1637	PF01094.28	ANF_receptor	0.36315965740298567
2001	PF02016.15	Peptidase_S66	0.36304802188056245
1389	PF15902.5	Sortilin-Vps10	-0.3629922041193508
6387	PF11903.8	ParD_like	-0.3627441251806325
6356	PF11149.8	DUF2924	-0.36259837880413553
1067	PF01078.21	Mg_chelatase	0.36224176532972796
474	EC1.18.1.1	rubredoxin---NAD+ reductase	-0.362232462369526
3285	PF13426.7	PAS_9	0.3622200584225901
5113	PF05232.12	BTP	-0.36219214954198425
4030	PF06347.13	SH3_4	-0.36212702882057074
5037	PF09489.10	CbtB	0.36179212225330104
453	PF13750.6	Big_3_3	-0.36176111238596126
6796	PF07733.12	DNA_pol3_alpha	0.3617394054788234
241	PF01565.23	FAD_binding_4	0.3614044989115537
1231	PF13492.6	GAF_3	0.3612494495748548
243	PF00723.21	Glyco_hydro_15	0.36107579431775194
778	EC6.4.1.6	acetone carboxylase	-0.361072693331018
4318	PF12663.7	DUF3788	0.36100137063613646
69	PF00070.27	Pyr_redox	0.3609517548483928
572	EC4.2.1.68	L-fuconate dehydratase	0.3607253828168123
2763	PF00692.19	dUTPase	0.36068196900253663
3903	PF06150.12	ChaB	-0.36053002065257167
6517	PF13621.6	Cupin_8	-0.360480404864828
671	PF10005.9	zinc-ribbon_6	0.35979198580988475
6837	PF13604.6	AAA_30	0.3596803502874615
1503	PF02219.17	MTHFR	0.359460180229349
687	PF02913.19	FAD-oxidase_C	0.3594291703620092
2629	PF01804.18	Penicil_amidase	0.3592896259589802
4811	PF03994.14	DUF350	-0.3589547193917104
3331	PF04973.12	NMN_transporter	-0.3586911355193223
6182	PF17390.2	Bac_rhamnosid_C	-0.358585701970367
373	PF02719.15	Polysacc_synt_2	0.35856089407649516
5342	PF02224.18	Cytidylate_kin	-0.3584678644744758
2515	PF00115.20	COX1	0.35841824868673217
3363	PF15617.6	C-C_Bond_Lyase	0.35841514769999816
2581	PF02308.16	MgtC	-0.3583996427663283
1965	PF03190.15	Thioredox_DsbH	-0.3583407240183827
1887	PF02874.23	ATP-synt_ab_N	-0.3580523322521227
4365	PF01535.20	PPR	-0.3580306253449848
479	PF13442.6	Cytochrome_CBB3	0.35801201942458094
7311	PF11196.8	DUF2834	-0.3579158888358276
228	EC3.2.1.73	licheninase	-0.3577949503532024
3005	PF12688.7	TPR_5	-0.35762129509609963
1456	EC1.14.13.23	3-hydroxybenzoate 4-monooxygenase	0.3572584796482241
1173	PF13808.6	DDE_Tnp_1_assoc	-0.3571964599135445
771	PF01306.19	LacY_symp	0.3568770582799447
1445	PF01989.16	DUF126	0.35685845235954083
7624	PF00680.20	RdRP_1	0.35673751387691566
6009	PF09369.10	DUF1998	0.3566072724340885
5720	PF01960.18	ArgJ	0.35654835368614296
3993	PF01618.16	MotA_ExbB	-0.35635609250863626
1029	PF05974.12	DUF892	0.3562847698137548
410	EC2.7.13.3	histidine kinase	0.3559405602862831
1883	PF02245.16	Pur_DNA_glyco	0.3555901487853435
985	PF09295.10	ChAPs	-0.3555870477986095
743	PF08284.11	RVP_2	0.35544440240884656
119	PF03100.15	CcmE	0.354929638611006
523	PF00393.19	6PGD	0.3543404511315501
1489	PF02899.17	Phage_int_SAM_1	0.35401174653774836
585	PF00381.19	PTS-HPr	0.35400864555101436
759	PF04397.15	LytTR	-0.35347837681950395
3879	PF06537.11	DHOR	-0.35332332748280504
7794	PF01487.15	DHquinase_I	-0.3532178939338498
2923	PF02283.16	CobU	0.35284267453903834
644	EC2.3.1.35	glutamate N-acetyltransferase	0.3528271696053685
5168	PF00815.20	Histidinol_dh	0.352603898560522
5443	PF14384.6	BrnA_antitoxin	-0.3525945956003201
1903	PF07732.15	Cu-oxidase_3	-0.35256358573298024
120	EC3.4.19.12	ubiquitinyl hydrolase 1	-0.3525604847462463
1077	PF18588.1	WcbI	-0.3522131742320407
4131	PF03892.14	NapB	0.3521883663381688
1286	EC2.4.2.28	S-methyl-5'-thioadenosine phosphorylase	-0.35195269134638646
6630	PF02777.18	Sod_Fe_C	0.35191858049231267
286	EC6.1.1.6	lysine---tRNA ligase	0.35116504071595583
4243	PF13835.6	DUF4194	-0.3508952548700997
