locusId	sysName	type	scaffoldId	begin	end	strand	name	desc
H16_RS07640	H16_RS07640	1	NC_008313	1672375	1673157	+		GntR family transcriptional regulator
H16_RS07645	H16_RS07645	1	NC_008313	1673183	1674400	+		ABC transporter substrate-binding protein
H16_RS07650	H16_RS07650	1	NC_008313	1674505	1675377	+		branched-chain amino acid ABC transporter permease
H16_RS07655	H16_RS07655	1	NC_008313	1675393	1676358	+		branched-chain amino acid ABC transporter permease
H16_RS07660	H16_RS07660	1	NC_008313	1676369	1677136	+		ABC transporter ATP-binding protein
H16_RS07665	H16_RS07665	1	NC_008313	1677129	1677842	+		ABC transporter ATP-binding protein
H16_RS07670	H16_RS07670	1	NC_008313	1677889	1678581	+		isochorismatase family protein
H16_RS07675	H16_RS07675	1	NC_008313	1678583	1679509	+		polysaccharide deacetylase
H16_RS07680	H16_RS07680	1	NC_008313	1679509	1680453	+		polysaccharide deacetylase
H16_RS07685	H16_RS07685	1	NC_008313	1680462	1681409	+		hydroxymethylglutaryl-CoA lyase
H16_RS07690	H16_RS07690	1	NC_008313	1681426	1682616	+		CoA transferase
H16_RS07695	H16_RS07695	1	NC_008313	1682613	1684034	+		3-isopropylmalate dehydratase large subunit
H16_RS07700	H16_RS07700	1	NC_008313	1684036	1684662	+		3-isopropylmalate dehydratase small subunit
H16_RS07705	H16_RS07705	1	NC_008313	1684981	1686153	+		porin
H16_RS07710	H16_RS07710	1	NC_008313	1686195	1686716	-		O-acetyl-ADP-ribose deacetylase
H16_RS07715	H16_RS07715	1	NC_008313	1686793	1687941	-		iron-containing alcohol dehydrogenase
H16_RS07720	H16_RS07720	1	NC_008313	1688277	1689299	+		alpha/beta hydrolase
H16_RS07725	H16_RS07725	1	NC_008313	1689381	1690364	+		hypothetical protein
H16_RS07730	H16_RS07730	1	NC_008313	1690481	1690918	+		YbgC/FadM family acyl-CoA thioesterase
H16_RS07735	H16_RS07735	1	NC_008313	1691034	1692008	-		SDR family oxidoreductase
H16_RS07740	H16_RS07740	1	NC_008313	1692047	1692829	-		hydroxypyruvate isomerase family protein
H16_RS07745	H16_RS07745	1	NC_008313	1692898	1694226	-		MFS transporter
H16_RS07750	H16_RS07750	1	NC_008313	1694401	1695054	-		aldolase
H16_RS07755	H16_RS07755	1	NC_008313	1695054	1696352	-		four-carbon acid sugar kinase family protein
H16_RS07760	H16_RS07760	1	NC_008313	1696366	1697259	-		3-hydroxyisobutyrate dehydrogenase
H16_RS07765	H16_RS07765	1	NC_008313	1697315	1698049	-		FadR family transcriptional regulator
H16_RS07770	H16_RS07770	1	NC_008313	1698271	1698699	+		GNAT family N-acetyltransferase
H16_RS07775	H16_RS07775	1	NC_008313	1698728	1699555	-		hypothetical protein
H16_RS07780	H16_RS07780	1	NC_008313	1699630	1699920	-		DUF4936 family protein
H16_RS07785	H16_RS07785	1	NC_008313	1699938	1700954	-		folate-binding protein
H16_RS07790	H16_RS07790	1	NC_008313	1701179	1702174	+		endolytic transglycosylase MltG
H16_RS07795	H16_RS07795	1	NC_008313	1702182	1702793	+		dTMP kinase
H16_RS07800	H16_RS07800	1	NC_008313	1702911	1703918	+		DNA polymerase III subunit delta'
H16_RS07805	H16_RS07805	1	NC_008313	1703980	1704372	+		pilus assembly protein PilZ
H16_RS07810	H16_RS07810	1	NC_008313	1704410	1704910	+		N-acetyltransferase
H16_RS07815	H16_RS07815	1	NC_008313	1704935	1705729	+		TatD family deoxyribonuclease
H16_RS07820	H16_RS07820	1	NC_008313	1705722	1706489	+		hypothetical protein
H16_RS07825	H16_RS07825	1	NC_008313	1706505	1706894	+		DUF1232 domain-containing protein
H16_RS07830	H16_RS07830	1	NC_008313	1706891	1708180	-		ergothioneine biosynthesis protein EgtB
H16_RS07835	H16_RS07835	1	NC_008313	1708362	1708982	-		FMN-dependent NADH-azoreductase
H16_RS07840	H16_RS07840	1	NC_008313	1709123	1710070	+		LysR family transcriptional regulator
H16_RS07845	H16_RS07845	1	NC_008313	1710269	1710688	+		DoxX family protein
H16_RS07850	H16_RS07850	1	NC_008313	1710917	1711519	+		DUF4136 domain-containing protein
H16_RS07855	H16_RS07855	1	NC_008313	1711527	1712753	-		EAL domain-containing protein
H16_RS07860	H16_RS07860	1	NC_008313	1713007	1716318	+		DNA translocase FtsK
H16_RS07865	H16_RS07865	1	NC_008313	1716358	1716693	+		cupin domain-containing protein
H16_RS07870	H16_RS07870	1	NC_008313	1716728	1717324	-		alkylhydroperoxidase
H16_RS07875	H16_RS07875	1	NC_008313	1717321	1717857	-		CMD domain protein
H16_RS07880	H16_RS07880	1	NC_008313	1717889	1719364	-		NAD(P)/FAD-dependent oxidoreductase
H16_RS07885	H16_RS07885	1	NC_008313	1719357	1720367	-		LysR family transcriptional regulator
H16_RS07890	H16_RS07890	1	NC_008313	1720588	1722069	+		ABC transporter permease subunit
H16_RS07895	H16_RS07895	1	NC_008313	1722066	1723484	-		PLP-dependent aminotransferase family protein
H16_RS07900	H16_RS07900	1	NC_008313	1723636	1723821	+		DUF2970 domain-containing protein
H16_RS07905	H16_RS07905	1	NC_008313	1723837	1725171	+		cytochrome c
H16_RS07910	H16_RS07910	1	NC_008313	1725179	1727023	+		NAD(P)/FAD-dependent oxidoreductase
H16_RS07915	H16_RS07915	1	NC_008313	1727031	1727933	-		acyltransferase
H16_RS07920	H16_RS07920	1	NC_008313	1728401	1728748	-		hypothetical protein
H16_RS07925	H16_RS07925	1	NC_008313	1728787	1729644	+		autotransporter outer membrane beta-barrel domain-containing protein
H16_RS07930	H16_RS07930	1	NC_008313	1729669	1730625	-		transporter
H16_RS07935	H16_RS07935	7	NC_008313	1730940	1731724	+		hypothetical protein
H16_RS07940	H16_RS07940	1	NC_008313	1731755	1732918	+		glyceraldehyde-3-phosphate dehydrogenase
H16_RS07945	H16_RS07945	1	NC_008313	1732988	1733383	+		hypothetical protein
H16_RS07950	H16_RS07950	1	NC_008313	1733531	1734775	+		formylglycine-generating enzyme family protein
H16_RS07955	H16_RS07955	1	NC_008313	1734840	1735916	+		haloacid dehalogenase-like hydrolase
H16_RS07960	H16_RS07960	1	NC_008313	1736047	1737744	+		arylsulfatase
H16_RS07965	H16_RS07965	1	NC_008313	1737838	1740483	+		spermidine synthase
H16_RS07970	H16_RS07970	1	NC_008313	1740480	1741454	+		MoxR family ATPase
H16_RS07975	H16_RS07975	1	NC_008313	1741475	1742497	+		DUF58 domain-containing protein
H16_RS07980	H16_RS07980	1	NC_008313	1742494	1743033	+		DUF4381 domain-containing protein
H16_RS07985	H16_RS07985	1	NC_008313	1743020	1744057	+		VWA domain-containing protein
H16_RS07990	H16_RS07990	1	NC_008313	1744057	1745700	+		VWA domain-containing protein
H16_RS07995	H16_RS07995	1	NC_008313	1745697	1747085	+		hypothetical protein
H16_RS08000	H16_RS08000	1	NC_008313	1747115	1748812	+		aspartate-alanine antiporter
H16_RS08005	H16_RS08005	1	NC_008313	1748833	1749078	-		hypothetical protein
H16_RS08010	H16_RS08010	1	NC_008313	1749556	1749831	+		hypothetical protein
H16_RS33625	H16_RS33625	1	NC_008313	1750031	1750282	-		hypothetical protein
H16_RS33630	H16_RS33630	1	NC_008313	1750367	1750840	+		hypothetical protein
H16_RS08020	H16_RS08020	1	NC_008313	1750837	1751124	-		hypothetical protein
H16_RS34055	H16_RS34055	1	NC_008313	1751231	1751323	+		hypothetical protein
H16_RS08025	H16_RS08025	1	NC_008313	1751339	1751797	-		Lrp/AsnC family transcriptional regulator
H16_RS08030	H16_RS08030	1	NC_008313	1751864	1752439	-		cysteine dioxygenase
H16_RS08035	H16_RS08035	1	NC_008313	1752740	1755469	+		UPF0182 family protein
H16_RS08040	H16_RS08040	1	NC_008313	1755483	1757540	-		acetate--CoA ligase
H16_RS08045	H16_RS08045	1	NC_008313	1757745	1758173	+		ACT domain-containing protein
H16_RS08050	H16_RS08050	1	NC_008313	1758384	1758836	+		PA2169 family four-helix-bundle protein
H16_RS08055	H16_RS08055	1	NC_008313	1758867	1759169	+		hypothetical protein
H16_RS08060	H16_RS08060	1	NC_008313	1759166	1759771	-		J domain-containing protein
H16_RS08065	H16_RS08065	1	NC_008313	1759864	1762314	-		hypothetical protein
H16_RS08070	H16_RS08070	1	NC_008313	1762347	1763126	-		protein-L-isoaspartate(D-aspartate) O-methyltransferase
H16_RS08075	H16_RS08075	1	NC_008313	1763199	1766024	-		molecular chaperone DnaK
H16_RS08080	H16_RS08080	1	NC_008313	1765999	1767846	-		Hsp70 family protein
H16_RS08085	H16_RS08085	1	NC_008313	1767846	1768430	-		DUF2760 domain-containing protein
H16_RS08090	H16_RS08090	1	NC_008313	1768487	1770457	-		RNA polymerase sigma factor RpoD
H16_RS08095	H16_RS08095	1	NC_008313	1770783	1771628	+		class II glutamine amidotransferase
H16_RS08100	H16_RS08100	1	NC_008313	1771682	1771933	-		hypothetical protein
H16_RS08105	H16_RS08105	1	NC_008313	1772072	1773448	-		MFS transporter
H16_RS08110	H16_RS08110	1	NC_008313	1773488	1774741	-		pyridine nucleotide-disulfide oxidoreductase
H16_RS08115	H16_RS08115	1	NC_008313	1774773	1775087	-		non-heme iron oxygenase ferredoxin subunit
H16_RS08120	H16_RS08120	1	NC_008313	1775100	1775570	-		salicylate-5-hydroxylase small oxygenase NagH
H16_RS08125	H16_RS08125	1	NC_008313	1775575	1776825	-		salicylate hydroxylase
H16_RS08130	H16_RS08130	1	NC_008313	1776940	1777842	+		LysR family transcriptional regulator
H16_RS08135	H16_RS08135	7	NC_008313	1777839	1778205	-		hypothetical protein
H16_RS08140	H16_RS08140	1	NC_008313	1778329	1779516	-		MFS transporter
H16_RS08145	H16_RS08145	1	NC_008313	1779872	1780252	+		hypothetical protein
H16_RS08150	H16_RS08150	1	NC_008313	1780303	1780518	-		hypothetical protein
H16_RS08155	H16_RS08155	1	NC_008313	1780580	1781119	-		DUF934 domain-containing protein
H16_RS08160	H16_RS08160	1	NC_008313	1781112	1782851	-		nitrite/sulfite reductase
H16_RS08165	H16_RS08165	1	NC_008313	1782879	1783256	-		cytochrome o ubiquinol oxidase subunit IV
H16_RS08170	H16_RS08170	1	NC_008313	1783256	1783888	-		cytochrome o ubiquinol oxidase subunit III
H16_RS08175	H16_RS08175	1	NC_008313	1783891	1785867	-		cytochrome o ubiquinol oxidase subunit I
H16_RS08180	H16_RS08180	1	NC_008313	1785870	1786862	-		ubiquinol oxidase subunit II
H16_RS08185	H16_RS08185	1	NC_008313	1787021	1788424	+		PLP-dependent aminotransferase family protein
H16_RS08190	H16_RS08190	1	NC_008313	1788446	1789375	-		LysR family transcriptional regulator
H16_RS08195	H16_RS08195	1	NC_008313	1789542	1790534	+		tripartite tricarboxylate transporter substrate binding protein
H16_RS08200	H16_RS08200	1	NC_008313	1790570	1791781	+		PLP-dependent aminotransferase family protein
H16_RS08205	H16_RS08205	1	NC_008313	1791873	1792478	+		glutathione S-transferase family protein
H16_RS08210	H16_RS08210	1	NC_008313	1792500	1792733	-		hypothetical protein
H16_RS08215	H16_RS08215	1	NC_008313	1792732	1793223	+		VOC family protein
H16_RS08220	H16_RS08220	1	NC_008313	1793304	1793558	+		hypothetical protein
H16_RS08225	H16_RS08225	1	NC_008313	1793650	1796016	+		DNA polymerase II
H16_RS08230	H16_RS08230	1	NC_008313	1796301	1798625	+		xanthine dehydrogenase family protein molybdopterin-binding subunit
H16_RS08235	H16_RS08235	1	NC_008313	1798594	1799058	+		(2Fe-2S)-binding protein
H16_RS08240	H16_RS08240	1	NC_008313	1799153	1801135	+		hypothetical protein
H16_RS08245	H16_RS08245	1	NC_008313	1801144	1802748	+		GMC family oxidoreductase
H16_RS08250	H16_RS08250	1	NC_008313	1802767	1803678	+		phosphorylase
H16_RS08255	H16_RS08255	1	NC_008313	1803684	1804994	-		DUF3422 domain-containing protein
H16_RS08260	H16_RS08260	1	NC_008313	1805111	1805947	+		LysR family transcriptional regulator
H16_RS08265	H16_RS08265	2	NC_008313	1806458	1807995	+		16S ribosomal RNA
H16_RS08270	H16_RS08270	2	NC_008313	1808313	1811416	+		23S ribosomal RNA
H16_RS08275	H16_RS08275	2	NC_008313	1811522	1811634	+		5S ribosomal RNA
H16_RS08280	H16_RS08280	1	NC_008313	1811708	1811959	-		hypothetical protein
H16_RS08285	H16_RS08285	1	NC_008313	1811983	1812441	-		MarR family transcriptional regulator
H16_RS08290	H16_RS08290	1	NC_008313	1812615	1812851	-		hypothetical protein
H16_RS08295	H16_RS08295	1	NC_008313	1812938	1813390	-		Ohr family peroxiredoxin
H16_RS08300	H16_RS08300	1	NC_008313	1813590	1814219	+		TetR family transcriptional regulator
H16_RS08305	H16_RS08305	1	NC_008313	1814243	1815352	+		alkene reductase
H16_RS08310	H16_RS08310	1	NC_008313	1815470	1815853	-		hypothetical protein
H16_RS08315	H16_RS08315	1	NC_008313	1816215	1817420	+		hydrolase
H16_RS08320	H16_RS08320	1	NC_008313	1817417	1822939	+		WGR domain-containing protein
H16_RS08325	H16_RS08325	1	NC_008313	1822970	1823722	-		cell envelope integrity protein TolA
H16_RS08330	H16_RS08330	1	NC_008313	1823764	1824288	-		hypothetical protein
H16_RS08335	H16_RS08335	1	NC_008313	1824447	1824815	-		VOC family protein
H16_RS08340	H16_RS08340	1	NC_008313	1825271	1826194	+		tripartite tricarboxylate transporter substrate binding protein
H16_RS08345	H16_RS08345	1	NC_008313	1826417	1826827	-		hypothetical protein
H16_RS08350	H16_RS08350	1	NC_008313	1827359	1827922	+		NAD(P)H-dependent oxidoreductase
H16_RS34060	H16_RS34060	7	NC_008313	1827995	1828206	-		hypothetical protein
H16_RS08355	H16_RS08355	1	NC_008313	1828293	1828742	+		AraC family transcriptional regulator
H16_RS08360	H16_RS08360	1	NC_008313	1828861	1830561	+		integrase
H16_RS08365	H16_RS08365	1	NC_008313	1830653	1832194	-		deoxyribodipyrimidine photo-lyase
H16_RS08370	H16_RS08370	1	NC_008313	1832824	1834416	+		permease
H16_RS08375	H16_RS08375	1	NC_008313	1834469	1835464	+		2-hydroxyacid dehydrogenase
H16_RS08380	H16_RS08380	1	NC_008313	1835732	1836121	-		GNAT family N-acetyltransferase
H16_RS08385	H16_RS08385	1	NC_008313	1836145	1837140	+		2-hydroxyacid dehydrogenase
H16_RS08390	H16_RS08390	1	NC_008313	1837408	1837851	-		GNAT family N-acetyltransferase
H16_RS34065	H16_RS34065	1	NC_008313	1838093	1838464	-		hypothetical protein
H16_RS34070	H16_RS34070	7	NC_008313	1838534	1838797	+		aromatic acid/H+ symport family MFS transporter
H16_RS08395	H16_RS08395	7	NC_008313	1838838	1839251	+		benzaldehyde dehydrogenase
H16_RS34075	H16_RS34075	7	NC_008313	1839255	1839541	-		IS256 family transposase
H16_RS34080	H16_RS34080	7	NC_008313	1839863	1840510	+		transposase
H16_RS34085	H16_RS34085	1	NC_008313	1840812	1841303	-		hypothetical protein
H16_RS33640	H16_RS33640	1	NC_008313	1841195	1841491	-		hypothetical protein
H16_RS33645	H16_RS33645	1	NC_008313	1841509	1841892	+		hypothetical protein
H16_RS08410	H16_RS08410	1	NC_008313	1842248	1842481	+		hypothetical protein
H16_RS08415	H16_RS08415	7	NC_008313	1842744	1843396	-		hypothetical protein
H16_RS08420	H16_RS08420	1	NC_008313	1843880	1844506	+		hydrolase
H16_RS08425	H16_RS08425	1	NC_008313	1845144	1846070	-		LysR family transcriptional regulator
H16_RS08430	H16_RS08430	1	NC_008313	1846184	1847203	+		aldo/keto reductase
H16_RS08435	H16_RS08435	1	NC_008313	1847236	1847661	+		SRPBCC family protein
H16_RS08440	H16_RS08440	1	NC_008313	1848036	1849082	-		LacI family transcriptional regulator
H16_RS08445	H16_RS08445	1	NC_008313	1849256	1850569	+		histidinol dehydrogenase
H16_RS08450	H16_RS08450	1	NC_008313	1850671	1851831	-		MFS transporter
H16_RS08455	H16_RS08455	1	NC_008313	1851855	1852964	-		alkene reductase
H16_RS08460	H16_RS08460	1	NC_008313	1853195	1853656	-		hypothetical protein
H16_RS08465	H16_RS08465	1	NC_008313	1854002	1855363	-		MFS transporter
H16_RS08470	H16_RS08470	1	NC_008313	1855482	1856297	-		enoyl-CoA hydratase/isomerase family protein
H16_RS08475	H16_RS08475	1	NC_008313	1856302	1857855	-		long-chain fatty acid--CoA ligase
H16_RS08480	H16_RS08480	1	NC_008313	1857848	1858420	-		(2Fe-2S)-binding protein
H16_RS08485	H16_RS08485	1	NC_008313	1858417	1859232	-		carbon monoxide dehydrogenase
H16_RS08490	H16_RS08490	1	NC_008313	1859229	1862261	-		carbon monoxide dehydrogenase
H16_RS08495	H16_RS08495	1	NC_008313	1862532	1863464	+		LysR family transcriptional regulator
H16_RS08500	H16_RS08500	7	NC_008313	1863461	1863904	-		integrase
H16_RS34090	H16_RS34090	1	NC_008313	1864040	1864429	-		hypothetical protein
H16_RS33650	H16_RS33650	1	NC_008313	1864520	1866574	+		S08A subfamily peptidase
H16_RS08510	H16_RS08510	7	NC_008313	1866729	1867217	-		VapC toxin family PIN domain ribonuclease
H16_RS08515	H16_RS08515	7	NC_008313	1867214	1867461	-		plasmid stabilization protein
H16_RS08520	H16_RS08520	1	NC_008313	1867542	1867739	+		hypothetical protein
H16_RS08525	H16_RS08525	1	NC_008313	1867736	1868467	+		ABC transporter ATP-binding protein
H16_RS08530	H16_RS08530	7	NC_008313	1868579	1868812	+		cyclase
H16_RS08535	H16_RS08535	1	NC_008313	1869159	1869647	+		transcriptional regulator
H16_RS08540	H16_RS08540	1	NC_008313	1869764	1870951	+		thiolase family protein
H16_RS08545	H16_RS08545	1	NC_008313	1871017	1871490	+		MaoC family dehydratase
H16_RS08550	H16_RS08550	1	NC_008313	1871487	1872425	+		2-dehydropantoate 2-reductase
H16_RS08555	H16_RS08555	1	NC_008313	1872464	1873273	+		enoyl-CoA hydratase
H16_RS08560	H16_RS08560	1	NC_008313	1873312	1874313	-		tripartite tricarboxylate transporter substrate binding protein
H16_RS08565	H16_RS08565	1	NC_008313	1874432	1876369	-		acyl-CoA synthetase
H16_RS08570	H16_RS08570	1	NC_008313	1876372	1877163	-		enoyl-CoA hydratase
H16_RS08575	H16_RS08575	1	NC_008313	1877192	1878376	-		acetyl-CoA C-acyltransferase
H16_RS08580	H16_RS08580	1	NC_008313	1878858	1879337	+		carbon monoxide dehydrogenase
H16_RS08585	H16_RS08585	1	NC_008313	1879457	1879948	+		(2Fe-2S)-binding protein
H16_RS08590	H16_RS08590	1	NC_008313	1879950	1882322	+		xanthine dehydrogenase family protein molybdopterin-binding subunit
H16_RS08595	H16_RS08595	1	NC_008313	1882319	1883185	+		xanthine dehydrogenase family protein subunit M
H16_RS08600	H16_RS08600	1	NC_008313	1883207	1883905	-		TetR/AcrR family transcriptional regulator
H16_RS08605	H16_RS08605	1	NC_008313	1883984	1884430	-		transcriptional regulator
H16_RS08610	H16_RS08610	1	NC_008313	1884464	1885066	-		TetR/AcrR family transcriptional regulator
H16_RS08615	H16_RS08615	1	NC_008313	1885451	1886818	+		MFS transporter
H16_RS08620	H16_RS08620	1	NC_008313	1886909	1887943	+		XdhC family protein
H16_RS08625	H16_RS08625	7	NC_008313	1888048	1888407	-		hypothetical protein
H16_RS08630	H16_RS08630	1	NC_008313	1888867	1889328	+		hypothetical protein
H16_RS08635	H16_RS08635	1	NC_008313	1889821	1891302	-		amidase
H16_RS08640	H16_RS08640	1	NC_008313	1891454	1892800	-		MFS transporter
H16_RS08645	H16_RS08645	1	NC_008313	1892990	1894264	-		Zn-dependent hydrolase
H16_RS08650	H16_RS08650	1	NC_008313	1894367	1894831	-		RidA family protein
H16_RS08655	H16_RS08655	1	NC_008313	1894909	1895658	-		creatininase family protein
H16_RS08660	H16_RS08660	1	NC_008313	1895671	1896957	-		MFS transporter
H16_RS08665	H16_RS08665	1	NC_008313	1897117	1898040	+		LysR family transcriptional regulator
H16_RS08670	H16_RS08670	1	NC_008313	1898134	1898457	-		hypothetical protein
H16_RS34095	H16_RS34095	7	NC_008313	1898456	1898872	+		hypothetical protein
H16_RS34100	H16_RS34100	7	NC_008313	1898913	1899530	-		hypothetical protein
H16_RS34105	H16_RS34105	7	NC_008313	1899464	1899673	+		IS30 family transposase
H16_RS08685	H16_RS08685	1	NC_008313	1899685	1899945	+		cupin domain-containing protein
H16_RS08690	H16_RS08690	1	NC_008313	1900088	1900558	-		transcriptional regulator
H16_RS08695	H16_RS08695	1	NC_008313	1900740	1901933	+		MFS transporter
H16_RS34110	H16_RS34110	7	NC_008313	1902126	1902368	-		IS30 family transposase
H16_RS08700	H16_RS08700	7	NC_008313	1902486	1903576	-		IS3 family transposase
H16_RS08710	H16_RS08710	7	NC_008313	1903683	1904123	+		fumarate hydratase
H16_RS08715	H16_RS08715	1	NC_008313	1904286	1905146	-		ferritin
H16_RS08720	H16_RS08720	1	NC_008313	1905245	1905700	-		carboxymuconolactone decarboxylase family protein
H16_RS08725	H16_RS08725	1	NC_008313	1905697	1906122	-		cupin domain-containing protein
H16_RS08730	H16_RS08730	1	NC_008313	1906219	1906521	-		hypothetical protein
H16_RS08735	H16_RS08735	1	NC_008313	1906776	1909472	+		pyruvate dehydrogenase (acetyl-transferring), homodimeric type
H16_RS08740	H16_RS08740	7	NC_008313	1909474	1910433	+		aldehyde oxidase
H16_RS08745	H16_RS08745	7	NC_008313	1910479	1911431	+		AraC family transcriptional regulator
H16_RS08750	H16_RS08750	7	NC_008313	1911712	1912510	-		SDR family oxidoreductase
H16_RS08755	H16_RS08755	1	NC_008313	1912840	1913454	+		response regulator
H16_RS08760	H16_RS08760	1	NC_008313	1913451	1914752	+		HAMP domain-containing protein
H16_RS08770	H16_RS08770	7	NC_008313	1914990	1915878	+		mercuric reductase
H16_RS08775	H16_RS08775	1	NC_008313	1915910	1917700	-		cytochrome c biogenesis protein DipZ
H16_RS08780	H16_RS08780	1	NC_008313	1918109	1918426	+		hypothetical protein
H16_RS08785	H16_RS08785	1	NC_008313	1918461	1919099	+		thioredoxin family protein
H16_RS34115	H16_RS34115	7	NC_008313	1919111	1919329	+		IS110 family transposase
H16_RS34120	H16_RS34120	7	NC_008313	1919308	1919962	-		IS110 family transposase
H16_RS34125	H16_RS34125	1	NC_008313	1920682	1920924	-		hypothetical protein
H16_RS34130	H16_RS34130	1	NC_008313	1920992	1921339	-		hypothetical protein
H16_RS08790	H16_RS08790	1	NC_008313	1921377	1922588	-		NAD(P)/FAD-dependent oxidoreductase
H16_RS34135	H16_RS34135	7	NC_008313	1922895	1923074	+		cupin
H16_RS34140	H16_RS34140	7	NC_008313	1923081	1923408	-		hypothetical protein
H16_RS08795	H16_RS08795	1	NC_008313	1923565	1924776	+		NAD(P)/FAD-dependent oxidoreductase
H16_RS08800	H16_RS08800	1	NC_008313	1924854	1925603	-		LysR family transcriptional regulator
H16_RS08805	H16_RS08805	1	NC_008313	1925519	1926355	+		epoxide hydrolase
H16_RS08810	H16_RS08810	1	NC_008313	1926657	1927898	+		efflux RND transporter periplasmic adaptor subunit
H16_RS08815	H16_RS08815	1	NC_008313	1928001	1931192	+		multidrug efflux RND transporter permease subunit
H16_RS08820	H16_RS08820	1	NC_008313	1931192	1932682	+		efflux transporter outer membrane subunit
H16_RS08825	H16_RS08825	1	NC_008313	1932881	1933438	+		Rrf2 family transcriptional regulator
H16_RS08830	H16_RS08830	7	NC_008313	1933621	1935012	+		benzaldehyde dehydrogenase
H16_RS34145	H16_RS34145	1	NC_008313	1935023	1935286	+		DUF2798 domain-containing protein
H16_RS08835	H16_RS08835	1	NC_008313	1935243	1935704	-		hypothetical protein
H16_RS08840	H16_RS08840	1	NC_008313	1935848	1936807	-		AraC family transcriptional regulator
H16_RS08845	H16_RS08845	1	NC_008313	1936894	1937199	+		hypothetical protein
H16_RS08850	H16_RS08850	1	NC_008313	1937442	1937933	+		DUF417 family protein
H16_RS08855	H16_RS08855	1	NC_008313	1938251	1939297	+		alpha/beta hydrolase
H16_RS08860	H16_RS08860	1	NC_008313	1939358	1941097	+		cyclic nucleotide-binding domain-containing protein
H16_RS08865	H16_RS08865	1	NC_008313	1941648	1943594	-		endoribonuclease L-PSP
H16_RS08870	H16_RS08870	1	NC_008313	1943679	1944692	-		tripartite tricarboxylate transporter substrate binding protein
H16_RS08875	H16_RS08875	7	NC_008313	1945017	1945908	+		LysR family transcriptional regulator
H16_RS08880	H16_RS08880	1	NC_008313	1945970	1946629	-		DsbA family protein
H16_RS08885	H16_RS08885	1	NC_008313	1946894	1948099	+		hypothetical protein
H16_RS08890	H16_RS08890	1	NC_008313	1948160	1949242	-		maleylacetate reductase
H16_RS08895	H16_RS08895	1	NC_008313	1949295	1950317	-		ABC transporter substrate-binding protein
H16_RS08900	H16_RS08900	1	NC_008313	1950496	1951449	+		LysR family transcriptional regulator
H16_RS08905	H16_RS08905	1	NC_008313	1951527	1952639	-		alkene reductase
H16_RS08910	H16_RS08910	7	NC_008313	1952851	1953125	-		MFS transporter
H16_RS08915	H16_RS08915	7	NC_008313	1953360	1953785	-		IS110 family transposase
H16_RS08920	H16_RS08920	1	NC_008313	1954104	1954520	+		organic hydroperoxide resistance protein
H16_RS34150	H16_RS34150	7	NC_008313	1954717	1955497	-		IS5/IS1182 family transposase
H16_RS08930	H16_RS08930	7	NC_008313	1955631	1956576	-		LysR family transcriptional regulator
H16_RS08935	H16_RS08935	7	NC_008313	1956658	1957014	+		hypothetical protein
H16_RS08940	H16_RS08940	7	NC_008313	1957007	1957739	+		hypothetical protein
H16_RS08945	H16_RS08945	1	NC_008313	1957749	1959077	-		epoxide hydrolase
H16_RS08950	H16_RS08950	1	NC_008313	1959131	1959532	-		cupin domain-containing protein
H16_RS08955	H16_RS08955	7	NC_008313	1959821	1960922	+		ISL3 family transposase
H16_RS33655	H16_RS33655	1	NC_008313	1960884	1961357	-		hypothetical protein
H16_RS08965	H16_RS08965	1	NC_008313	1961354	1961686	-		IS66 family insertion sequence hypothetical protein
H16_RS08970	H16_RS08970	1	NC_008313	1962655	1962960	-		hypothetical protein
H16_RS08975	H16_RS08975	1	NC_008313	1963321	1963956	+		nitroreductase family protein
H16_RS08980	H16_RS08980	1	NC_008313	1964144	1964689	+		alkylhydroperoxidase
H16_RS08985	H16_RS08985	1	NC_008313	1964839	1965534	+		glutathione S-transferase
H16_RS08990	H16_RS08990	1	NC_008313	1965712	1966161	+		GNAT family N-acetyltransferase
H16_RS08995	H16_RS08995	1	NC_008313	1966368	1967324	+		AraC family transcriptional regulator
H16_RS09000	H16_RS09000	1	NC_008313	1967743	1968249	+		DUF417 family protein
H16_RS09005	H16_RS09005	1	NC_008313	1968303	1968788	+		hypothetical protein
H16_RS09010	H16_RS09010	7	NC_008313	1968953	1969678	+		acetaldehyde dehydrogenase
H16_RS09015	H16_RS09015	1	NC_008313	1969696	1970739	+		4-hydroxy-2-oxovalerate aldolase
H16_RS09020	H16_RS09020	1	NC_008313	1970714	1971292	+		hypothetical protein
H16_RS34155	H16_RS34155	7	NC_008313	1971325	1972021	+		IS6 family transposase
H16_RS09035	H16_RS09035	1	NC_008313	1972200	1973630	-		adenylate/guanylate cyclase domain-containing protein
H16_RS09040	H16_RS09040	1	NC_008313	1973653	1973940	-		DUF2282 domain-containing protein
H16_RS09045	H16_RS09045	1	NC_008313	1973995	1975011	-		YeeE/YedE family protein
H16_RS09050	H16_RS09050	1	NC_008313	1975059	1975565	-		cupin domain-containing protein
H16_RS09055	H16_RS09055	1	NC_008313	1975628	1976689	-		patatin-like phospholipase family protein
H16_RS09060	H16_RS09060	1	NC_008313	1976699	1977481	-		3-hydroxybutyrate dehydrogenase
H16_RS09065	H16_RS09065	1	NC_008313	1977474	1978901	-		NAD(P)/FAD-dependent oxidoreductase
H16_RS09070	H16_RS09070	1	NC_008313	1978943	1979452	-		DoxX family protein
